permitnum,statuscurrent,applieddate,issueddate,completeddate,permittype,permittypemapped,permitclass,permitclassgroup,permitclassmapped,workclass,workclassgroup,workclassmapped,description,applicantname,contractorname,housingunits,estprojectcost,totalsqft,originaladdress,communitycode,communityname,latitude,longitude,locationcount,locationtypes,locationaddresses,locationswkt,locationsgeojson,point,:@computed_region_4b54_tmc4,:@computed_region_4a3i_ccfj,:@computed_region_kxmf_bzkv,:@computed_region_p8tp_5dkv,:@computed_region_qeuu_piif,:@computed_region_xxr9_iwz2
BP2024-21481,Completed,2024-10-08T00:00:00.000,2024-10-23T00:00:00.000,2025-01-29T00:00:00.000,Commercial / Multi Family Project,Building,3402 - Office,Commercial,Non-Residential,Alteration,Improvement,Existing,Interior,SIFTON INTERLAKE CONSTRUCTION,SIFTON INTERLAKE CONSTRUCTION,0,20000,,#152 701 64 AV SE,BUR,BURNS INDUSTRIAL,50.99705881718564,-114.04925311470892,3,Titled Parcel;Building;Building Suite,701 64 AV SE;701 64 AV SE;#152 701 64 AV SE,"MULTIPOINT (-114.04925311470892 50.99705881718564,-114.04953392580158 50.99663811930221,-114.04926518168719 50.99681722000672)","{""type"":""MultiPoint"",""coordinates"":[[-114.0492531,50.9970588],[-114.0495339,50.9966381],[-114.0492652,50.9968172]]}","{'type': 'Point', 'coordinates': [-114.04925311470892, 50.99705881718564]}",10,3,109,11,46,9
BP2024-19306,Issued Permit,2024-09-11T00:00:00.000,2024-11-26T00:00:00.000,,Residential Improvement Project,Building,1110 - Below Grade Suite,Secondary Suites,Residential,Alteration,Improvement,Existing,Secondary Suite,,,1,52398,,96B MASTERS MR SE,MAH,MAHOGANY,50.89500332790106,-113.9093892958914,3,Titled Parcel;Building;Building Suite,96 MASTERS MR SE;96 MASTERS MR SE;96B MASTERS MR SE,"MULTIPOINT (-113.9093892958914 50.89500332790106,-113.90924498096648 50.89501358123795,-113.90923474886237 50.89499030724871)","{""type"":""MultiPoint"",""coordinates"":[[-113.9093893,50.8950033],[-113.909245,50.8950136],[-113.9092347,50.8949903]]}","{'type': 'Point', 'coordinates': [-113.9093892958914, 50.89500332790106]}",4,3,116,8,209,12
BP2024-16650,Completed,2024-08-11T00:00:00.000,2024-09-12T00:00:00.000,2024-10-02T00:00:00.000,Residential Improvement Project,Building,1104 - Deck,Single Family,Residential,Alteration,Improvement,Existing,Deck,,,0,411.04,,890 BLUEROCK WY SW,ALP,ALPINE PARK,50.91823250181107,-114.15200718561944,2,Titled Parcel;Building,890 BLUEROCK WY SW;890 BLUEROCK WY SW,"MULTIPOINT (-114.15200718561944 50.91823250181107,-114.15219774256406 50.918240362512456)","{""type"":""MultiPoint"",""coordinates"":[[-114.1520072,50.9182325],[-114.1521977,50.9182404]]}","{'type': 'Point', 'coordinates': [-114.15200718561944, 50.91823250181107]}",5,1,255,6,24,13
BP2024-18950,Completed,2024-09-09T00:00:00.000,2024-09-24T00:00:00.000,2024-11-05T00:00:00.000,Residential Improvement Project,Building,1101 - Basement Development,Single Family,Residential,Alteration,Improvement,Existing,Basement Dev,MMCC HANDY WORK & SERVICES,MMCC HANDY WORK & SERVICES,0,28441,,61 PANORA RD NW,PAN,PANORAMA HILLS,51.16967271886921,-114.09444343114552,2,Titled Parcel;Building,61 PANORA RD NW;61 PANORA RD NW,"MULTIPOINT (-114.09444343114552 51.16967271886921,-114.09443983257404 51.16959106076982)","{""type"":""MultiPoint"",""coordinates"":[[-114.0944434,51.1696727],[-114.0944398,51.1695911]]}","{'type': 'Point', 'coordinates': [-114.09444343114552, 51.16967271886921]}",11,2,235,12,219,3
BP2024-25323,Completed,2024-12-05T00:00:00.000,2024-12-06T00:00:00.000,2025-11-21T00:00:00.000,Residential Improvement Project,Building,1110 - Below Grade Suite,Secondary Suites,Residential,New,New,New,Secondary Suite,,,1,46721.55,,248B WALDEN HT SE,WAL,WALDEN,50.8711777949822,-114.03671975188193,3,Titled Parcel;Building;Building Suite,248 WALDEN HT SE;248 WALDEN HT SE;248B WALDEN HT SE,"MULTIPOINT (-114.03671975188193 50.8711777949822,-114.03650854956089 50.87126069510868,-114.03653293157106 50.87128106781455)","{""type"":""MultiPoint"",""coordinates"":[[-114.0367198,50.8711778],[-114.0365085,50.8712607],[-114.0365329,50.8712811]]}","{'type': 'Point', 'coordinates': [-114.03671975188193, 50.8711777949822]}",6,3,135,13,23,14
BP2022-06560,Completed,2022-04-24T00:00:00.000,2022-06-06T00:00:00.000,2024-08-14T00:00:00.000,Residential Improvement Project,Building,1101 - Improvements (Single Family),Single Family,Residential,Alteration,Improvement,Existing,Improvements,,TRUE NORTH CONCRETE CUTTING AND CORING,0,15000,,161 SHANNON HL SW,SHN,SHAWNESSY,50.91221757662435,-114.09251676838642,2,Titled Parcel;Building,161 SHANNON HL SW;161 SHANNON HL SW,"MULTIPOINT (-114.09251676838642 50.91221757662435,-114.09250231091532 50.91232739121118)","{""type"":""MultiPoint"",""coordinates"":[[-114.0925168,50.9122176],[-114.0925023,50.9123274]]}","{'type': 'Point', 'coordinates': [-114.09251676838642, 50.91221757662435]}",5,1,115,6,227,13
BP2022-12681,Cancelled,2022-07-21T00:00:00.000,,2024-06-20T00:00:00.000,Residential Improvement Project,Building,9999 - Unspecified,Unspecified,Residential,New,New,New,Accessory Building,,,0,,,76 PENSVILLE RD SE,PEN,PENBROOKE MEADOWS,51.05123610301397,-113.94427233146853,2,Titled Parcel;Building,76 PENSVILLE RD SE;76 PENSVILLE RD SE,"MULTIPOINT (-113.94427233146853 51.05123610301397,-113.9441471816723 51.05123215971816)","{""type"":""MultiPoint"",""coordinates"":[[-113.9442723,51.0512361],[-113.9441472,51.0512322]]}","{'type': 'Point', 'coordinates': [-113.94427233146853, 51.05123610301397]}",12,3,30,11,250,9
BP2017-13798,Completed,2017-10-13T00:00:00.000,2017-10-17T00:00:00.000,2017-11-09T00:00:00.000,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,Demolition,Existing,,KING MAKER DEVELOPMENTS,KING MAKER DEVELOPMENTS,0,,,441 RIVERDALE AV SW,EYA,ELBOYA,51.01689647939384,-114.07432174586675,2,Titled Parcel;Building,441 RIVERDALE AV SW;441 RIVERDALE AV SW,"MULTIPOINT (-114.07432174586675 51.01689647939384,-114.07426285766272 51.01677245789984)","{""type"":""MultiPoint"",""coordinates"":[[-114.0743217,51.0168965],[-114.0742629,51.0167725]]}","{'type': 'Point', 'coordinates': [-114.07432174586675, 51.01689647939384]}",8,1,143,5,272,8
BP2023-18680,Completed,2023-10-27T00:00:00.000,2023-11-06T00:00:00.000,2024-04-29T00:00:00.000,Residential Improvement Project,Building,1101 - Improvements (Single Family),Single Family,Residential,Alteration,Improvement,Existing,Improvements,,,0,150000,,83 WINCHESTER CR SW,WGT,WESTGATE,51.04187647349712,-114.15755938581455,2,Titled Parcel;Building,83 WINCHESTER CR SW;83 WINCHESTER CR SW,"MULTIPOINT (-114.15755938581455 51.04187647349712,-114.157624899574 51.04175170639219)","{""type"":""MultiPoint"",""coordinates"":[[-114.1575594,51.0418765],[-114.1576249,51.0417517]]}","{'type': 'Point', 'coordinates': [-114.15755938581455, 51.04187647349712]}",14,1,234,14,154,6
BP2024-07106,Completed,2024-04-19T00:00:00.000,2024-04-25T00:00:00.000,2024-09-09T00:00:00.000,Residential Improvement Project,Building,1110 - Below Grade Suite,Secondary Suites,Residential,New,New,New,Secondary Suite,UMBRELLA CONSTRUCTION BASEMENT BUILDERS,UMBRELLA CONSTRUCTION BASEMENT BUILDERS,1,56764.5,,152R RIVERSIDE CI SE,RIV,RIVERBEND,50.97997533890831,-114.02911269990739,3,Titled Parcel;Building;Building Suite,152 RIVERSIDE CI SE;152 RIVERSIDE CI SE;152R RIVERSIDE CI SE,"MULTIPOINT (-114.02911269990739 50.97997533890831,-114.02903365039599 50.97988571196103,-114.0289771717079 50.97981730435995)","{""type"":""MultiPoint"",""coordinates"":[[-114.0291127,50.9799753],[-114.0290337,50.9798857],[-114.0289772,50.9798173]]}","{'type': 'Point', 'coordinates': [-114.02911269990739, 50.97997533890831]}",10,3,19,8,274,11
BP2024-18991,Completed,2024-09-09T00:00:00.000,2024-10-10T00:00:00.000,2024-10-18T00:00:00.000,Residential Improvement Project,Building,1101 - Basement Development,Single Family,Residential,Alteration,Improvement,Existing,Basement Dev,,,0,28106.4,,89 CRANBERRY LN SE,CRA,CRANSTON,50.88283111325631,-113.97146645944262,2,Titled Parcel;Building,89 CRANBERRY LN SE;89 CRANBERRY LN SE,"MULTIPOINT (-113.97146645944262 50.88283111325631,-113.97146321359845 50.882770654821165)","{""type"":""MultiPoint"",""coordinates"":[[-113.9714665,50.8828311],[-113.9714632,50.8827707]]}","{'type': 'Point', 'coordinates': [-113.97146645944262, 50.88283111325631]}",4,3,294,8,146,12
BP2024-18977,Completed,2024-09-09T00:00:00.000,2024-10-07T00:00:00.000,2024-10-11T00:00:00.000,Residential Improvement Project,Building,1104 - Deck,Single Family,Residential,Alteration,Improvement,Existing,Deck,,,0,11744,,23 COUGARSTONE CO SW,CGR,COUGAR RIDGE,51.06940172563659,-114.21887880905784,2,Titled Parcel;Building,23 COUGARSTONE CO SW;23 COUGARSTONE CO SW,"MULTIPOINT (-114.21887880905784 51.06940172563659,-114.21880930854309 51.06930187220522)","{""type"":""MultiPoint"",""coordinates"":[[-114.2188788,51.0694017],[-114.2188093,51.0693019]]}","{'type': 'Point', 'coordinates': [-114.21887880905784, 51.06940172563659]}",1,1,128,14,182,6
BP2023-19017,Completed,2023-11-02T00:00:00.000,2023-11-16T00:00:00.000,2024-08-14T00:00:00.000,Residential Improvement Project,Building,1101 - Basement Development,Single Family,Residential,Alteration,Improvement,Existing,Basement Dev,HOME REINVENTION,HOME REINVENTION,0,46605,,91 CEDUNA PA SW,CED,CEDARBRAE,50.954893552542174,-114.1213083112381,2,Titled Parcel;Building,91 CEDUNA PA SW;91 CEDUNA PA SW,"MULTIPOINT (-114.1213083112381 50.954893552542174,-114.12130465149394 50.95501859652974)","{""type"":""MultiPoint"",""coordinates"":[[-114.1213083,50.9548936],[-114.1213047,50.9550186]]}","{'type': 'Point', 'coordinates': [-114.1213083112381, 50.954893552542174]}",8,1,126,5,306,11
BP2024-25372,Completed,2024-12-06T00:00:00.000,2024-12-15T00:00:00.000,2025-03-12T00:00:00.000,Residential Improvement Project,Building,1101 - Basement Development,Single Family,Residential,Alteration,Improvement,Existing,Basement Dev,,,0,28823.4,,80 LUCAS BV NW,LIV,LIVINGSTON,51.184910881318494,-114.07535157474435,2,Titled Parcel;Building,80 LUCAS BV NW;80 LUCAS BV NW,"MULTIPOINT (-114.07535157474435 51.184910881318494,-114.07517066428274 51.18489608407507)","{""type"":""MultiPoint"",""coordinates"":[[-114.0753516,51.1849109],[-114.0751707,51.1848961]]}","{'type': 'Point', 'coordinates': [-114.07535157474435, 51.184910881318494]}",11,2,246,12,212,3
BP2024-16960,Issued Permit,2024-08-14T00:00:00.000,2024-09-20T00:00:00.000,,Residential Improvement Project,Building,1110 - Below Grade Suite,Secondary Suites,Residential,Alteration,Improvement,Existing,Secondary Suite,TOBAL CONSTRUCTION,TOBAL CONSTRUCTION,1,42959.37,,1112B LEGACY CI SE,LEG,LEGACY,50.85608033792477,-113.99850665224977,3,Titled Parcel;Building;Building Suite,1112 LEGACY CI SE;1112 LEGACY CI SE;1112B LEGACY CI SE,"MULTIPOINT (-113.99850665224977 50.85608033792477,-113.99860279466591 50.856006764749715,-113.99864288950097 50.856014244923756)","{""type"":""MultiPoint"",""coordinates"":[[-113.9985067,50.8560803],[-113.9986028,50.8560068],[-113.9986429,50.8560142]]}","{'type': 'Point', 'coordinates': [-113.99850665224977, 50.85608033792477]}",6,3,99,13,155,14
BP2024-16913,Completed,2024-08-14T00:00:00.000,2024-11-04T00:00:00.000,2025-06-06T00:00:00.000,Residential Improvement Project,Building,1110 - Below Grade Suite,Secondary Suites,Residential,Alteration,Improvement,Existing,Secondary Suite,,,1,99905.52,,277B MARTINGLEN WY NE,MRT,MARTINDALE,51.113446407758126,-113.96928663343655,3,Titled Parcel;Building;Building Suite,277 MARTINGLEN WY NE;277 MARTINGLEN WY NE;277B MARTINGLEN WY NE,"MULTIPOINT (-113.96928663343655 51.113446407758126,-113.96922212258299 51.113554077538616,-113.96917597951983 51.11353045862477)","{""type"":""MultiPoint"",""coordinates"":[[-113.9692866,51.1134464],[-113.9692221,51.1135541],[-113.969176,51.1135305]]}","{'type': 'Point', 'coordinates': [-113.96928663343655, 51.113446407758126]}",9,4,180,1,21,5
BP2024-16899,Pending Plans Review,2024-08-14T00:00:00.000,,,Residential Improvement Project,Building,1104 - Deck,Single Family,Residential,Alteration,Improvement,Existing,Deck,,,0,11744,,116 HAYSBORO CR SW,HAY,HAYSBORO,50.975234410575396,-114.09424465983426,2,Titled Parcel;Building,116 HAYSBORO CR SW;116 HAYSBORO CR SW,"MULTIPOINT (-114.09424465983426 50.975234410575396,-114.09429143696016 50.97514344955422)","{""type"":""MultiPoint"",""coordinates"":[[-114.0942447,50.9752344],[-114.0942914,50.9751434]]}","{'type': 'Point', 'coordinates': [-114.09424465983426, 50.975234410575396]}",8,1,195,5,12,11
BP2023-14373,Completed,2023-08-25T00:00:00.000,2024-04-01T00:00:00.000,2024-04-03T00:00:00.000,Commercial / Multi Family Project,Building,3203 - Warehouse,Commercial,Non-Residential,Alteration,Improvement,Existing,Tenancy change.,,,0,604.8,,2510 61 AV SE,OSH,OGDEN SHOPS,50.99956386943436,-114.00005110318781,3,Titled Parcel;Building;Entryway,2600 61 AV SE;2500 61 AV SE;2510 61 AV SE,"MULTIPOINT (-114.00005110318781 50.99956386943436,-114.00036660542133 51.00049845769691,-113.99993235574799 50.999946628252395)","{""type"":""MultiPoint"",""coordinates"":[[-114.0000511,50.9995639],[-114.0003666,51.0004985],[-113.9999324,50.9999466]]}","{'type': 'Point', 'coordinates': [-114.00005110318781, 50.99956386943436]}",10,3,78,11,73,9
BP2023-05496,Completed,2023-04-24T00:00:00.000,2023-06-04T00:00:00.000,2024-03-07T00:00:00.000,Commercial / Multi Family Project,Building,3402 - Office,Commercial,Non-Residential,Alteration,Improvement,Existing,Floor 18 Show Suite & Core Renovations,SHEARER LICENSED INTERIOR DESIGN,PERSIMMON CONTRACTING,0,550000,,#1800A 205 5 AV SW,DNC,DOWNTOWN COMMERCIAL CORE,51.04834059792565,-114.06592746809551,3,Titled Parcel;Building;Building Suite,205 5 AV SW;205 5 AV SW;#1800A 205 5 AV SW,"MULTIPOINT (-114.06592746809551 51.04834059792565,-114.06593632036407 51.04817687199076,-114.06593632036407 51.04817687199076)","{""type"":""MultiPoint"",""coordinates"":[[-114.0659275,51.0483406],[-114.0659363,51.0481769],[-114.0659363,51.0481769]]}","{'type': 'Point', 'coordinates': [-114.06592746809551, 51.04834059792565]}",7,1,262,7,130,7
BP2024-00218,Completed,2024-01-04T00:00:00.000,2024-02-08T00:00:00.000,2024-04-03T00:00:00.000,Commercial / Multi Family Project,Building,3402 - Office,Commercial,Non-Residential,Alteration,Improvement,Existing,Interior Alterations,VINCENT DESIGN GROUP,BUILD IT CALGARY,0,120000,,#312 400 CROWFOOT CR NW,ARB,ARBOUR LAKE,51.12944445803095,-114.201415350197,3,Titled Parcel;Building;Building Suite,400 CROWFOOT CR NW;400 CROWFOOT CR NW;#312 400 CROWFOOT CR NW,"MULTIPOINT (-114.201415350197 51.12944445803095,-114.20080688418469 51.129985977859484,-114.2009714421552 51.13007852194652)","{""type"":""MultiPoint"",""coordinates"":[[-114.2014154,51.1294445],[-114.2008069,51.129986],[-114.2009714,51.1300785]]}","{'type': 'Point', 'coordinates': [-114.201415350197, 51.12944445803095]}",3,2,244,10,37,2
BP2024-19389,Completed,2024-09-12T00:00:00.000,2024-09-13T00:00:00.000,2025-03-11T00:00:00.000,Residential Improvement Project,Building,1110 - Below Grade Suite,Secondary Suites,Residential,Alteration,Improvement,Existing,Secondary Suite,,,1,25000,,208R BEDFORD CI NE,BED,BEDDINGTON HEIGHTS,51.12816886051262,-114.05553708803556,3,Titled Parcel;Building;Building Suite,208 BEDFORD CI NE;208 BEDFORD CI NE;208R BEDFORD CI NE,"MULTIPOINT (-114.05553708803556 51.12816886051262,-114.05542154952566 51.128260060924006,-114.05534836245468 51.128297447390324)","{""type"":""MultiPoint"",""coordinates"":[[-114.0555371,51.1281689],[-114.0554215,51.1282601],[-114.0553484,51.1282974]]}","{'type': 'Point', 'coordinates': [-114.05553708803556, 51.12816886051262]}",2,4,273,4,88,4
BP2024-18996,Completed,2024-09-09T00:00:00.000,2024-10-21T00:00:00.000,2025-10-07T00:00:00.000,Residential Improvement Project,Building,1301 - Private Detached Garage,Garage,Residential,New,New,New,Garage,HAMMERHEAD CONSTRUCTION,HAMMERHEAD CONSTRUCTION,0,69436.8,,6437 18A ST SE,OGD,OGDEN,50.996308439242654,-114.01511286346059,2,Titled Parcel;Building,6437 18A ST SE;6437 18A ST SE,"MULTIPOINT (-114.01511286346059 50.996308439242654,-114.01530267916743 50.9963234454947)","{""type"":""MultiPoint"",""coordinates"":[[-114.0151129,50.9963084],[-114.0153027,50.9963234]]}","{'type': 'Point', 'coordinates': [-114.01511286346059, 50.996308439242654]}",10,3,28,11,248,9
BP2024-21244,Completed,2024-10-06T00:00:00.000,2024-11-18T00:00:00.000,2024-12-06T00:00:00.000,Residential Improvement Project,Building,9999 - Unspecified,Unspecified,Residential,Alteration,Improvement,Existing,Secondary Suite,CONTRIVE ENGINEERING AND PROJECT MANAGEMENT SERVICE,,1,,,5831R DALFORD RD NW,DAL,DALHOUSIE,51.106877223287206,-114.15542257405973,3,Titled Parcel;Building;Building Suite,5831 DALFORD RD NW;5831 DALFORD RD NW;5831R DALFORD RD NW,"MULTIPOINT (-114.15542257405973 51.106877223287206,-114.15563635217457 51.10693979454005,-114.15570897514685 51.106976870035574)","{""type"":""MultiPoint"",""coordinates"":[[-114.1554226,51.1068772],[-114.1556364,51.1069398],[-114.155709,51.1069769]]}","{'type': 'Point', 'coordinates': [-114.15542257405973, 51.106877223287206]}",7,2,38,4,299,4
BP2023-14599,Completed,2023-08-29T00:00:00.000,2023-09-19T00:00:00.000,2024-04-08T00:00:00.000,Single Construction Permit,Building,1407 - Two Family Semi-Detached (1 Unit),Two Family,Residential,New,New,New,"SEMI-D,DECK,PORCH,",TRICO HOMES,TRICO HOMES,1,196765.12,1750,139 AQUILA DR NW,GLR,GLACIER RIDGE,51.18630232852103,-114.16481994783261,1,Titled Parcel,139 AQUILA DR NW,POINT (-114.16481994783261 51.18630232852103),"{""type"":""Point"",""coordinates"":[-114.1648199,51.1863023]}","{'type': 'Point', 'coordinates': [-114.16481994783261, 51.18630232852103]}",3,2,225,10,163,2
BP2021-06317,Completed,2021-04-19T00:00:00.000,2021-06-22T00:00:00.000,2024-08-14T00:00:00.000,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,FIREPLACE,GARAGE,DECK,PORCH,",HOMES BY DREAM,HOMES BY DREAM,1,393345.2,2372,33 TREELINE MR SW,ALP,ALPINE PARK,50.91825440055414,-114.14174453155488,2,Titled Parcel;Building,33 TREELINE MR SW;33 TREELINE MR SW,"MULTIPOINT (-114.14174453155488 50.91825440055414,-114.14191310440097 50.91824042322266)","{""type"":""MultiPoint"",""coordinates"":[[-114.1417445,50.9182544],[-114.1419131,50.9182404]]}","{'type': 'Point', 'coordinates': [-114.14174453155488, 50.91825440055414]}",5,1,255,6,24,13
BP2023-18158,Completed,2023-10-19T00:00:00.000,2023-10-25T00:00:00.000,2024-04-05T00:00:00.000,Residential Improvement Project,Building,1101 - Improvements (Single Family),Single Family,Residential,Alteration,Improvement,Existing,Improvements,,,0,40000,,7923 HUNTWICK CR NE,HUN,HUNTINGTON HILLS,51.12212359168249,-114.06206144360914,2,Titled Parcel;Building,7923 HUNTWICK CR NE;7923 HUNTWICK CR NE,"MULTIPOINT (-114.06206144360914 51.12212359168249,-114.0621978489225 51.12211531169817)","{""type"":""MultiPoint"",""coordinates"":[[-114.0620614,51.1221236],[-114.0621978,51.1221153]]}","{'type': 'Point', 'coordinates': [-114.06206144360914, 51.12212359168249]}",2,4,261,4,123,4
BP2023-17784,Completed,2023-10-16T00:00:00.000,2023-12-11T00:00:00.000,2024-04-05T00:00:00.000,Residential Improvement Project,Building,1101 - Improvements (Single Family),Single Family,Residential,Alteration,Improvement,Existing,Improvements,,,0,25000,,1525 NORTHMOUNT DR NW,BRE,BRENTWOOD,51.095892105998736,-114.13918560784954,2,Titled Parcel;Building,1525 NORTHMOUNT DR NW;1525 NORTHMOUNT DR NW,"MULTIPOINT (-114.13918560784954 51.095892105998736,-114.13921271697328 51.09580596177627)","{""type"":""MultiPoint"",""coordinates"":[[-114.1391856,51.0958921],[-114.1392127,51.095806]]}","{'type': 'Point', 'coordinates': [-114.13918560784954, 51.095892105998736]}",7,2,50,4,286,4
BP2020-04886,Completed,2020-04-27T00:00:00.000,2020-05-05T00:00:00.000,2024-09-25T00:00:00.000,Commercial / Multi Family Project,Building,3402 - Office,Commercial,Non-Residential,Alteration,Improvement,Existing,Demising wall construction,MODE INTERIOR DESIGN STUDIO,,0,30000,,#900 205 5 AV SW,DNC,DOWNTOWN COMMERCIAL CORE,51.04834059792565,-114.06592746809551,4,Titled Parcel;Building;Building Suite;Building Suite,205 5 AV SW;205 5 AV SW;#900A 205 5 AV SW;#900 205 5 AV SW,"MULTIPOINT (-114.06592746809551 51.04834059792565,-114.06593632036407 51.04817687199076,-114.06593632036407 51.04817687199076,-114.06593632036407 51.04817687199076)","{""type"":""MultiPoint"",""coordinates"":[[-114.0659275,51.0483406],[-114.0659363,51.0481769],[-114.0659363,51.0481769],[-114.0659363,51.0481769]]}","{'type': 'Point', 'coordinates': [-114.06592746809551, 51.04834059792565]}",7,1,262,7,130,7
